filename,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
KneePushUp/3.jpg,72.0,35.0,0.75356823,75.0,29.0,0.69676006,70.0,30.0,0.8466749,86.0,24.0,0.7775169,74.0,27.0,0.5579674,107.0,37.0,0.8913524,71.0,39.0,0.84972,111.0,73.0,0.7286363,72.0,71.0,0.6945027,111.0,105.0,0.8972777,71.0,99.0,0.89063066,128.0,68.0,0.8094549,114.0,72.0,0.69886476,146.0,91.0,0.88357186,136.0,90.0,0.61193705,159.0,53.0,0.77312624,147.0,53.0,0.40791857,0,KneePushUp
KneePushUp/4 - Copy (2).jpg,243.0,89.0,0.77704996,242.0,85.0,0.8269737,242.0,85.0,0.82124954,235.0,84.0,0.88592315,234.0,84.0,0.90198565,221.0,94.0,0.8771236,227.0,97.0,0.6955599,220.0,125.0,0.7147658,226.0,129.0,0.90996647,224.0,146.0,0.75489354,232.0,152.0,0.7844466,179.0,114.0,0.8941213,180.0,117.0,0.764844,153.0,144.0,0.789593,151.0,149.0,0.7820934,129.0,119.0,0.67210704,122.0,122.0,0.85852826,0,KneePushUp
KneePushUp/4 - Copy (3).jpg,243.0,89.0,0.77704996,242.0,85.0,0.8269737,242.0,85.0,0.82124954,235.0,84.0,0.88592315,234.0,84.0,0.90198565,221.0,94.0,0.8771236,227.0,97.0,0.6955599,220.0,125.0,0.7147658,226.0,129.0,0.90996647,224.0,146.0,0.75489354,232.0,152.0,0.7844466,179.0,114.0,0.8941213,180.0,117.0,0.764844,153.0,144.0,0.789593,151.0,149.0,0.7820934,129.0,119.0,0.67210704,122.0,122.0,0.85852826,0,KneePushUp
KneePushUp/4 - Copy (5).jpg,243.0,89.0,0.77704996,242.0,85.0,0.8269737,242.0,85.0,0.82124954,235.0,84.0,0.88592315,234.0,84.0,0.90198565,221.0,94.0,0.8771236,227.0,97.0,0.6955599,220.0,125.0,0.7147658,226.0,129.0,0.90996647,224.0,146.0,0.75489354,232.0,152.0,0.7844466,179.0,114.0,0.8941213,180.0,117.0,0.764844,153.0,144.0,0.789593,151.0,149.0,0.7820934,129.0,119.0,0.67210704,122.0,122.0,0.85852826,0,KneePushUp
KneePushUp/4 - Copy.jpg,243.0,89.0,0.77704996,242.0,85.0,0.8269737,242.0,85.0,0.82124954,235.0,84.0,0.88592315,234.0,84.0,0.90198565,221.0,94.0,0.8771236,227.0,97.0,0.6955599,220.0,125.0,0.7147658,226.0,129.0,0.90996647,224.0,146.0,0.75489354,232.0,152.0,0.7844466,179.0,114.0,0.8941213,180.0,117.0,0.764844,153.0,144.0,0.789593,151.0,149.0,0.7820934,129.0,119.0,0.67210704,122.0,122.0,0.85852826,0,KneePushUp
KneePushUp/4.jpg,243.0,89.0,0.77704996,242.0,85.0,0.8269737,242.0,85.0,0.82124954,235.0,84.0,0.88592315,234.0,84.0,0.90198565,221.0,94.0,0.8771236,227.0,97.0,0.6955599,220.0,125.0,0.7147658,226.0,129.0,0.90996647,224.0,146.0,0.75489354,232.0,152.0,0.7844466,179.0,114.0,0.8941213,180.0,117.0,0.764844,153.0,144.0,0.789593,151.0,149.0,0.7820934,129.0,119.0,0.67210704,122.0,122.0,0.85852826,0,KneePushUp
KneePushUp/5 - Copy (2).jpg,45.0,56.0,0.6799877,41.0,50.0,0.63608265,41.0,51.0,0.6934534,49.0,38.0,0.81779194,49.0,38.0,0.7260077,77.0,45.0,0.8588959,84.0,39.0,0.74049264,93.0,99.0,0.7011632,98.0,81.0,0.6324037,90.0,146.0,0.8121662,96.0,112.0,0.5766046,153.0,88.0,0.7673699,153.0,83.0,0.80706096,199.0,133.0,0.8894614,194.0,119.0,0.5949551,263.0,109.0,0.90229964,255.0,104.0,0.7800379,0,KneePushUp
KneePushUp/5 - Copy (3).jpg,45.0,56.0,0.6799877,41.0,50.0,0.63608265,41.0,51.0,0.6934534,49.0,38.0,0.81779194,49.0,38.0,0.7260077,77.0,45.0,0.8588959,84.0,39.0,0.74049264,93.0,99.0,0.7011632,98.0,81.0,0.6324037,90.0,146.0,0.8121662,96.0,112.0,0.5766046,153.0,88.0,0.7673699,153.0,83.0,0.80706096,199.0,133.0,0.8894614,194.0,119.0,0.5949551,263.0,109.0,0.90229964,255.0,104.0,0.7800379,0,KneePushUp
KneePushUp/5 - Copy (4).jpg,45.0,56.0,0.6799877,41.0,50.0,0.63608265,41.0,51.0,0.6934534,49.0,38.0,0.81779194,49.0,38.0,0.7260077,77.0,45.0,0.8588959,84.0,39.0,0.74049264,93.0,99.0,0.7011632,98.0,81.0,0.6324037,90.0,146.0,0.8121662,96.0,112.0,0.5766046,153.0,88.0,0.7673699,153.0,83.0,0.80706096,199.0,133.0,0.8894614,194.0,119.0,0.5949551,263.0,109.0,0.90229964,255.0,104.0,0.7800379,0,KneePushUp
KneePushUp/5 - Copy (5).jpg,45.0,56.0,0.6799877,41.0,50.0,0.63608265,41.0,51.0,0.6934534,49.0,38.0,0.81779194,49.0,38.0,0.7260077,77.0,45.0,0.8588959,84.0,39.0,0.74049264,93.0,99.0,0.7011632,98.0,81.0,0.6324037,90.0,146.0,0.8121662,96.0,112.0,0.5766046,153.0,88.0,0.7673699,153.0,83.0,0.80706096,199.0,133.0,0.8894614,194.0,119.0,0.5949551,263.0,109.0,0.90229964,255.0,104.0,0.7800379,0,KneePushUp
KneePushUp/5 - Copy (6).jpg,45.0,56.0,0.6799877,41.0,50.0,0.63608265,41.0,51.0,0.6934534,49.0,38.0,0.81779194,49.0,38.0,0.7260077,77.0,45.0,0.8588959,84.0,39.0,0.74049264,93.0,99.0,0.7011632,98.0,81.0,0.6324037,90.0,146.0,0.8121662,96.0,112.0,0.5766046,153.0,88.0,0.7673699,153.0,83.0,0.80706096,199.0,133.0,0.8894614,194.0,119.0,0.5949551,263.0,109.0,0.90229964,255.0,104.0,0.7800379,0,KneePushUp
KneePushUp/5 - Copy (8).jpg,45.0,56.0,0.6799877,41.0,50.0,0.63608265,41.0,51.0,0.6934534,49.0,38.0,0.81779194,49.0,38.0,0.7260077,77.0,45.0,0.8588959,84.0,39.0,0.74049264,93.0,99.0,0.7011632,98.0,81.0,0.6324037,90.0,146.0,0.8121662,96.0,112.0,0.5766046,153.0,88.0,0.7673699,153.0,83.0,0.80706096,199.0,133.0,0.8894614,194.0,119.0,0.5949551,263.0,109.0,0.90229964,255.0,104.0,0.7800379,0,KneePushUp
KneePushUp/5.jpg,45.0,56.0,0.6799877,41.0,50.0,0.63608265,41.0,51.0,0.6934534,49.0,38.0,0.81779194,49.0,38.0,0.7260077,77.0,45.0,0.8588959,84.0,39.0,0.74049264,93.0,99.0,0.7011632,98.0,81.0,0.6324037,90.0,146.0,0.8121662,96.0,112.0,0.5766046,153.0,88.0,0.7673699,153.0,83.0,0.80706096,199.0,133.0,0.8894614,194.0,119.0,0.5949551,263.0,109.0,0.90229964,255.0,104.0,0.7800379,0,KneePushUp
KneePushUp/53ec5acfe002b98663d07a981e8eba50 - Copy (2).jpg,29.0,142.0,0.8678144,24.0,133.0,0.8272356,25.0,132.0,0.85398924,39.0,114.0,0.7179522,38.0,114.0,0.65140563,89.0,135.0,0.76807714,88.0,129.0,0.90631044,86.0,215.0,0.680066,82.0,206.0,0.7798393,82.0,285.0,0.86050546,76.0,258.0,0.7995984,193.0,202.0,0.8662911,188.0,200.0,0.8111409,263.0,270.0,0.93681157,257.0,253.0,0.7463645,354.0,237.0,0.81028193,344.0,228.0,0.8245393,0,KneePushUp
KneePushUp/53ec5acfe002b98663d07a981e8eba50 - Copy (3).jpg,29.0,142.0,0.8678144,24.0,133.0,0.8272356,25.0,132.0,0.85398924,39.0,114.0,0.7179522,38.0,114.0,0.65140563,89.0,135.0,0.76807714,88.0,129.0,0.90631044,86.0,215.0,0.680066,82.0,206.0,0.7798393,82.0,285.0,0.86050546,76.0,258.0,0.7995984,193.0,202.0,0.8662911,188.0,200.0,0.8111409,263.0,270.0,0.93681157,257.0,253.0,0.7463645,354.0,237.0,0.81028193,344.0,228.0,0.8245393,0,KneePushUp
KneePushUp/53ec5acfe002b98663d07a981e8eba50 - Copy (4).jpg,29.0,142.0,0.8678144,24.0,133.0,0.8272356,25.0,132.0,0.85398924,39.0,114.0,0.7179522,38.0,114.0,0.65140563,89.0,135.0,0.76807714,88.0,129.0,0.90631044,86.0,215.0,0.680066,82.0,206.0,0.7798393,82.0,285.0,0.86050546,76.0,258.0,0.7995984,193.0,202.0,0.8662911,188.0,200.0,0.8111409,263.0,270.0,0.93681157,257.0,253.0,0.7463645,354.0,237.0,0.81028193,344.0,228.0,0.8245393,0,KneePushUp
KneePushUp/53ec5acfe002b98663d07a981e8eba50 - Copy (5).jpg,29.0,142.0,0.8678144,24.0,133.0,0.8272356,25.0,132.0,0.85398924,39.0,114.0,0.7179522,38.0,114.0,0.65140563,89.0,135.0,0.76807714,88.0,129.0,0.90631044,86.0,215.0,0.680066,82.0,206.0,0.7798393,82.0,285.0,0.86050546,76.0,258.0,0.7995984,193.0,202.0,0.8662911,188.0,200.0,0.8111409,263.0,270.0,0.93681157,257.0,253.0,0.7463645,354.0,237.0,0.81028193,344.0,228.0,0.8245393,0,KneePushUp
KneePushUp/53ec5acfe002b98663d07a981e8eba50 - Copy (6).jpg,29.0,142.0,0.8678144,24.0,133.0,0.8272356,25.0,132.0,0.85398924,39.0,114.0,0.7179522,38.0,114.0,0.65140563,89.0,135.0,0.76807714,88.0,129.0,0.90631044,86.0,215.0,0.680066,82.0,206.0,0.7798393,82.0,285.0,0.86050546,76.0,258.0,0.7995984,193.0,202.0,0.8662911,188.0,200.0,0.8111409,263.0,270.0,0.93681157,257.0,253.0,0.7463645,354.0,237.0,0.81028193,344.0,228.0,0.8245393,0,KneePushUp
KneePushUp/53ec5acfe002b98663d07a981e8eba50 - Copy (7).jpg,29.0,142.0,0.8678144,24.0,133.0,0.8272356,25.0,132.0,0.85398924,39.0,114.0,0.7179522,38.0,114.0,0.65140563,89.0,135.0,0.76807714,88.0,129.0,0.90631044,86.0,215.0,0.680066,82.0,206.0,0.7798393,82.0,285.0,0.86050546,76.0,258.0,0.7995984,193.0,202.0,0.8662911,188.0,200.0,0.8111409,263.0,270.0,0.93681157,257.0,253.0,0.7463645,354.0,237.0,0.81028193,344.0,228.0,0.8245393,0,KneePushUp
KneePushUp/53ec5acfe002b98663d07a981e8eba50 - Copy.jpg,29.0,142.0,0.8678144,24.0,133.0,0.8272356,25.0,132.0,0.85398924,39.0,114.0,0.7179522,38.0,114.0,0.65140563,89.0,135.0,0.76807714,88.0,129.0,0.90631044,86.0,215.0,0.680066,82.0,206.0,0.7798393,82.0,285.0,0.86050546,76.0,258.0,0.7995984,193.0,202.0,0.8662911,188.0,200.0,0.8111409,263.0,270.0,0.93681157,257.0,253.0,0.7463645,354.0,237.0,0.81028193,344.0,228.0,0.8245393,0,KneePushUp
KneePushUp/53ec5acfe002b98663d07a981e8eba50.jpg,29.0,142.0,0.8678144,24.0,133.0,0.8272356,25.0,132.0,0.85398924,39.0,114.0,0.7179522,38.0,114.0,0.65140563,89.0,135.0,0.76807714,88.0,129.0,0.90631044,86.0,215.0,0.680066,82.0,206.0,0.7798393,82.0,285.0,0.86050546,76.0,258.0,0.7995984,193.0,202.0,0.8662911,188.0,200.0,0.8111409,263.0,270.0,0.93681157,257.0,253.0,0.7463645,354.0,237.0,0.81028193,344.0,228.0,0.8245393,0,KneePushUp
KneePushUp/6 - Copy (3).jpg,176.0,78.0,0.7830932,176.0,73.0,0.6798239,175.0,73.0,0.6492946,166.0,67.0,0.886042,165.0,67.0,0.7845249,157.0,82.0,0.7726043,138.0,81.0,0.72998106,154.0,108.0,0.8638812,131.0,118.0,0.8409902,158.0,137.0,0.8790012,134.0,154.0,0.88389647,96.0,111.0,0.8134864,91.0,110.0,0.7053556,63.0,138.0,0.7206412,47.0,140.0,0.81569505,43.0,92.0,0.6272174,41.0,91.0,0.7780129,0,KneePushUp
KneePushUp/6 - Copy (4).jpg,176.0,78.0,0.7830932,176.0,73.0,0.6798239,175.0,73.0,0.6492946,166.0,67.0,0.886042,165.0,67.0,0.7845249,157.0,82.0,0.7726043,138.0,81.0,0.72998106,154.0,108.0,0.8638812,131.0,118.0,0.8409902,158.0,137.0,0.8790012,134.0,154.0,0.88389647,96.0,111.0,0.8134864,91.0,110.0,0.7053556,63.0,138.0,0.7206412,47.0,140.0,0.81569505,43.0,92.0,0.6272174,41.0,91.0,0.7780129,0,KneePushUp
KneePushUp/6 - Copy (5).jpg,176.0,78.0,0.7830932,176.0,73.0,0.6798239,175.0,73.0,0.6492946,166.0,67.0,0.886042,165.0,67.0,0.7845249,157.0,82.0,0.7726043,138.0,81.0,0.72998106,154.0,108.0,0.8638812,131.0,118.0,0.8409902,158.0,137.0,0.8790012,134.0,154.0,0.88389647,96.0,111.0,0.8134864,91.0,110.0,0.7053556,63.0,138.0,0.7206412,47.0,140.0,0.81569505,43.0,92.0,0.6272174,41.0,91.0,0.7780129,0,KneePushUp
KneePushUp/6 - Copy (6).jpg,176.0,78.0,0.7830932,176.0,73.0,0.6798239,175.0,73.0,0.6492946,166.0,67.0,0.886042,165.0,67.0,0.7845249,157.0,82.0,0.7726043,138.0,81.0,0.72998106,154.0,108.0,0.8638812,131.0,118.0,0.8409902,158.0,137.0,0.8790012,134.0,154.0,0.88389647,96.0,111.0,0.8134864,91.0,110.0,0.7053556,63.0,138.0,0.7206412,47.0,140.0,0.81569505,43.0,92.0,0.6272174,41.0,91.0,0.7780129,0,KneePushUp
KneePushUp/6 - Copy (7).jpg,176.0,78.0,0.7830932,176.0,73.0,0.6798239,175.0,73.0,0.6492946,166.0,67.0,0.886042,165.0,67.0,0.7845249,157.0,82.0,0.7726043,138.0,81.0,0.72998106,154.0,108.0,0.8638812,131.0,118.0,0.8409902,158.0,137.0,0.8790012,134.0,154.0,0.88389647,96.0,111.0,0.8134864,91.0,110.0,0.7053556,63.0,138.0,0.7206412,47.0,140.0,0.81569505,43.0,92.0,0.6272174,41.0,91.0,0.7780129,0,KneePushUp
KneePushUp/6 - Copy.jpg,176.0,78.0,0.7830932,176.0,73.0,0.6798239,175.0,73.0,0.6492946,166.0,67.0,0.886042,165.0,67.0,0.7845249,157.0,82.0,0.7726043,138.0,81.0,0.72998106,154.0,108.0,0.8638812,131.0,118.0,0.8409902,158.0,137.0,0.8790012,134.0,154.0,0.88389647,96.0,111.0,0.8134864,91.0,110.0,0.7053556,63.0,138.0,0.7206412,47.0,140.0,0.81569505,43.0,92.0,0.6272174,41.0,91.0,0.7780129,0,KneePushUp
KneePushUp/6.jpg,176.0,78.0,0.7830932,176.0,73.0,0.6798239,175.0,73.0,0.6492946,166.0,67.0,0.886042,165.0,67.0,0.7845249,157.0,82.0,0.7726043,138.0,81.0,0.72998106,154.0,108.0,0.8638812,131.0,118.0,0.8409902,158.0,137.0,0.8790012,134.0,154.0,0.88389647,96.0,111.0,0.8134864,91.0,110.0,0.7053556,63.0,138.0,0.7206412,47.0,140.0,0.81569505,43.0,92.0,0.6272174,41.0,91.0,0.7780129,0,KneePushUp
KneePushUp/600d31483681f596cf3c3e224563f354 - Copy (2).jpg,808.0,180.0,0.75666916,820.0,158.0,0.8292526,820.0,158.0,0.82202804,789.0,119.0,0.8189511,788.0,119.0,0.8935522,684.0,146.0,0.9054862,708.0,161.0,0.8280897,661.0,309.0,0.72764087,689.0,335.0,0.7006036,693.0,406.0,0.7955187,730.0,489.0,0.8710191,457.0,288.0,0.791111,458.0,301.0,0.84773874,295.0,420.0,0.7874332,279.0,447.0,0.8633041,198.0,264.0,0.84108865,183.0,266.0,0.7947451,0,KneePushUp
KneePushUp/600d31483681f596cf3c3e224563f354 - Copy (3).jpg,808.0,180.0,0.75666916,820.0,158.0,0.8292526,820.0,158.0,0.82202804,789.0,119.0,0.8189511,788.0,119.0,0.8935522,684.0,146.0,0.9054862,708.0,161.0,0.8280897,661.0,309.0,0.72764087,689.0,335.0,0.7006036,693.0,406.0,0.7955187,730.0,489.0,0.8710191,457.0,288.0,0.791111,458.0,301.0,0.84773874,295.0,420.0,0.7874332,279.0,447.0,0.8633041,198.0,264.0,0.84108865,183.0,266.0,0.7947451,0,KneePushUp
KneePushUp/600d31483681f596cf3c3e224563f354 - Copy (4).jpg,808.0,180.0,0.75666916,820.0,158.0,0.8292526,820.0,158.0,0.82202804,789.0,119.0,0.8189511,788.0,119.0,0.8935522,684.0,146.0,0.9054862,708.0,161.0,0.8280897,661.0,309.0,0.72764087,689.0,335.0,0.7006036,693.0,406.0,0.7955187,730.0,489.0,0.8710191,457.0,288.0,0.791111,458.0,301.0,0.84773874,295.0,420.0,0.7874332,279.0,447.0,0.8633041,198.0,264.0,0.84108865,183.0,266.0,0.7947451,0,KneePushUp
KneePushUp/600d31483681f596cf3c3e224563f354 - Copy (5).jpg,808.0,180.0,0.75666916,820.0,158.0,0.8292526,820.0,158.0,0.82202804,789.0,119.0,0.8189511,788.0,119.0,0.8935522,684.0,146.0,0.9054862,708.0,161.0,0.8280897,661.0,309.0,0.72764087,689.0,335.0,0.7006036,693.0,406.0,0.7955187,730.0,489.0,0.8710191,457.0,288.0,0.791111,458.0,301.0,0.84773874,295.0,420.0,0.7874332,279.0,447.0,0.8633041,198.0,264.0,0.84108865,183.0,266.0,0.7947451,0,KneePushUp
KneePushUp/600d31483681f596cf3c3e224563f354.jpg,808.0,180.0,0.75666916,820.0,158.0,0.8292526,820.0,158.0,0.82202804,789.0,119.0,0.8189511,788.0,119.0,0.8935522,684.0,146.0,0.9054862,708.0,161.0,0.8280897,661.0,309.0,0.72764087,689.0,335.0,0.7006036,693.0,406.0,0.7955187,730.0,489.0,0.8710191,457.0,288.0,0.791111,458.0,301.0,0.84773874,295.0,420.0,0.7874332,279.0,447.0,0.8633041,198.0,264.0,0.84108865,183.0,266.0,0.7947451,0,KneePushUp
KneePushUp/7 - Copy (10) - Copy.jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7 - Copy (11) - Copy.jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7 - Copy (12) - Copy.jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7 - Copy (2).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7 - Copy (3).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7 - Copy (4).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7 - Copy (5).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7 - Copy (6).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7 - Copy (7).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7 - Copy.jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/7.jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/8 - Copy (2).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/8 - Copy (4).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/8 - Copy (5).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/8 - Copy (6).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/8 - Copy (7).jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
